Issue,Volume,Title,Subtitle,Keywords,Abstract,Keywords,Link
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),,,,,https://benjamins.com//catalog/jpcl.00079.kra
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),Trying to resolve the question,"Did Bounty mutineer, Edward Young, have a singular influence on Pitcairn Island creole",,,https://benjamins.com//catalog/jpcl.00074.kle
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),"The influence of socio-economic status, age, gender, and level of literacy on language attitudes",The case of Haitian Gonâviens,"language attitudes, Haitian Creole, Kreyòl, French, socio-economic status, SES, age, gender","This study investigated the relationship between socio-economic status, age, gender, and literacy level and Haitian Gonâviens‘ attitudes towards Haitian Creole or Kreyòl and French. Most studies that investigated language attitudes of Creolophones have found that they have negative attitudes towards Kreyòl. Nevertheless, previous studies often included participants who are affiliated with education such as students, teachers, and language policy makers, or those from higher social classes. The current study, however, utilized a language attitudes questionnaire to collect data from 78 adult informants from diverse backgrounds. These participants included 21 highly literate, 51 partially literate and 6 illiterate Haitians. Findings revealed that participants of higher socio-economic status have more positive attitudes towards French than those from lower socio-economic status. Results also showed that there is a tendency for age, gender, and literacy level to affect language attitudes. For instance, positive attitudes towards Kreyòl were found to be more prevalent among older participants than younger respondents. Similarly, male participants had more negative attitudes towards French than female informants. Moreover, respondents of lower literacy levels had more negative attitudes towards French than those who were highly literate.",https://benjamins.com//catalog/jpcl.00075.uly
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),The discourse marker ale in Bislama oral narratives,,"Bislama, Vanuatu, discourse marker, narrative analysis, functional transfer, imposition","This study takes us to the South Pacific and concentrates on Bislama, one of the dialects of Melanesian pidgin (Siegel 2008: 4) and one of the official languages of Vanuatu. We take a discourse analysis perspective to map out the functions of ale, a conspicuous discourse marker in conversations and narratives. Using Labov & Waletzky (1967) model, we analyze the use of ale in narratives from the book Big Wok: Storian blong Wol Wo Tu long Vanuatu (Lindstrom & Gwero 1998) and determine that ale is a discourse marker which indicates temporal sequence and consequence, frames speech reports and closes a digression. We conclude our study by considering a possible historical development of ale. We map out how French allez could have become Bislama ale using imposition and functional transfer (Siegel 2008; Winford 2013a) of vernacular discourse markers (such as go in Nguna).",https://benjamins.com//catalog/jpcl.00076.alv
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),Convergence in the Malabar,The case of Indo-Portuguese,"Indo-Portuguese, Malabar Indo-Portuguese, Malayalam, convergence, word order, case, diachrony","The Indo-Portuguese creole languages that formed along the former Malabar Coast of southwestern India, currently seriously endangered, are arguably the oldest of all Asian-Portuguese creoles. Recent documentation efforts in Cannanore and the Cochin area have revealed a language that is strikingly similar to its substrate/adstrate Malayalam in several fundamental domains of grammar, often contradicting previous records from the late 19th-century and the input of its main lexifier, Portuguese. In this article, this is shown by comparing Malabar Indo-Portuguese with both Malayalam and Portuguese with respect to features in the domains of word order (head-final syntax and harmonic syntactic patterns) and case-marking (the distribution of the oblique case). Based on older records and certain synchronic linguistic features of the Malabar Creoles, this article proposes that the observed isomorphism between modern Malabar Indo-Portuguese and Malayalam has to be explained as the product of either a gradual process of convergence, or the resolution of historical competition between Dravidian-like and Portuguese-like features.",https://benjamins.com//catalog/jpcl.00077.car
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),‘Fact type’ complementizer in Guadeloupean Creole,,"Guadeloupean Creole, complementizers, completive clause, fact type, potential type","This paper aims to give account of the distribution in Guadeloupean Creole of the form of the complementizer kè. It claims that it has a specific distribution, as it seems to appear in opposition to the zero form. Besides a sociolinguistic component, the presence of kè is associable with the fact type semantics of the completive event (Dixon 2006), and so do other grammatical functions and markers that are featured in the completive clauses when kè is present, such as independent TAM markers on the verb and the obligatory featuring of a subject form in case of subject coreference.",https://benjamins.com//catalog/jpcl.00078.tra
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),"‘Broken English’, ‘dialect’ or ‘Bahamianese’?",Language attitudes and identity in The Bahamas,"language attitudes, Bahamian Creole, standard English, accents, Americanization, endonormative reorientation, verbal guise test, factor analysis, mixed model","The study investigates language attitudes in The Bahamas, addressing the current status of the local creole in society as well as attitudinal indicators of endonormative reorientation and stabilization. At the heart of the study is a verbal guise test which investigates covert language attitudes among educated Bahamians, mostly current and former university students; this was supplemented by a selection of acceptance rating scales and other direct question formats. The research instrument was specifically designed to look into the complex relationships between Bahamian Creole and local as well as non-local accents of standard English and to test associated solidarity and status effects in informal settings. The results show that the situation in The Bahamas mirrors what is found for other creole-speaking Caribbean countries in that the local vernacular continues to be ‘the language of solidarity, national identity, emotion and humour, and Standard the language of education, religion, and officialdom’ (Youssef 2004: 44). Notably, the study also finds that standard Bahamian English outranks the other metropolitan standards with regard to status traits, suggesting an increase in endonormativity.",https://benjamins.com//catalog/jpcl.00079.lau
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),"Language styles, styling and language change in Creole communities",,,,https://benjamins.com//catalog/jpcl.00080.mig
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),Review of Grant (2019): The Oxford handbook of language contact,,,,https://benjamins.com//catalog/jpcl.00081.lan
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),Review of Jennings & Pfänder (2018): Inheritance and Innovation in a Colonial Language. Towards a Usage-Based Account of French Guianese Creole,,,,https://benjamins.com//catalog/jpcl.00082.bak
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),Review of Sessarego (2019): Language Contact and the Making of an Afro-Hispanic Vernacular: Variation and Change in the Colombian Chocó,,,,https://benjamins.com//catalog/jpcl.00083.dei
Journal of Pidgin and Creole Languages 36:2,Volume 36 (2021),Review of Nolan (2020): The Elusive Case of Lingua Franca,,,,https://benjamins.com//catalog/jpcl.00084.par
Approaches to Variation in Creole Studies,Volume 36 (2021),Introduction,,,,https://benjamins.com//catalog/jpcl.00067.int
Approaches to Variation in Creole Studies,Volume 36 (2021),Creole prestige beyond modernism and methodological nationalism,"Multiplex patterns, simultaneity and non-closure in the sociolinguistic economy of a Belizean village","Belize, language ideologies, prestige, polycentricity","In this article, I develop an ethnographic view on social discourses associated with language use in a Belizean village in order to access the setting’s complex and not always easy to grasp patterns of linguistic prestige. Analyzing interview and observational data on language ideologies, I show that relationships of prestige are not necessarily neatly ordered and binary but that different language ideologies, in some cases relating to the same linguistic resources, may exist side-by-side. Therefore, linguistic resources may have several indexical, social-semiotic meanings at the same time. In these, the national and educational elite is not always a central point of orientation. Other cultural values, linking to colonial histories, African imaginaries, resistance towards standardization, transnational ties or the ability to keep codes apart, may have an influence on local language ideologies and thus also the language uses in this cultural context. Binary linguistic models like the diglossia or the continuum model, which map language variation in binary or linear fashions, are characteristic of epistemological traditions of Western linguistics that impact on but may also conceal complex language ideological realities in a postcolonial setting like Belize.",https://benjamins.com//catalog/jpcl.00068.sch
Approaches to Variation in Creole Studies,Volume 36 (2021),The development of weak normativity in Solomon Islands Pijin,,"weak normativity, enlanguagement, legitimacy, language diversification, Solomon Islands Pijin","Pijin, the lingua franca of Solomon Islands, has acquired the functions of a creole in the capital city of Honiara. Yet, though Pijin is the common language of the urban culture of Honiara, it lacks linguistic legitimacy. Speakers of Pijin did not, until recently, consider it a true language in the same way that English and local vernaculars, with which it co-exists, are deemed to be. Specters of inauthenticity and illegitimacy were part of that assessment. In this paper, we consider that the nascent legitimacy ascribed to Pijin by some urban speakers is informed by the affirmation of their own legitimacy as a new socio-cultural group, that of the Pijin-speaking urbanite. This contributes to the complexification of the sociolinguistic scene. We show that while different ways of speaking Pijin are progressively becoming associated with various sociolinguistic groups and seem to constitute emergent social varieties, the question of a Pijin norm is also emerging.",https://benjamins.com//catalog/jpcl.00069.jou
Approaches to Variation in Creole Studies,Volume 36 (2021),Synchronic variation in Sri Lanka Portuguese personal pronouns,,"Sri Lanka Portuguese, personal pronouns, variation, endangered languages, language obsolescence","This paper presents and discusses the instances of synchronic variation attested in the personal pronoun paradigm of modern Sri Lanka Portuguese, an endangered Portuguese-based creole spoken by relatively small communities scattered across Eastern and Northern Sri Lanka. Although Sri Lanka Portuguese has a long history of documentation dating from, at least, the beginning of the 19th century, only a few studies have explicitly reported cases of synchronic variation. This study aims, therefore, to fill that gap, by contributing to the description and explanation of patterns of variation relating to the personal pronoun paradigm as encountered in documentary data collected between 2015 and 2020, over several field trips to the districts of Ampara, Batticaloa, Jaffna, and Trincomalee. The nature of the variation observed in the data ranges from phonetic alternations to strategies of paradigm regularization and stylistic shrinkage, often revealing the effects of diachronic processes of variant competition and substitution. Combining the observed patterns of variation with surveyed linguistic trends of language shift, we propose that obsolescence may be responsible for some of the variability encountered in modern SLP personal pronouns, especially that associated with certain socially- or geographically-defined subsets of the speech community (viz. the younger generations and the speakers from Jaffna) characterized by advanced language loss.",https://benjamins.com//catalog/jpcl.00070.car
Approaches to Variation in Creole Studies,Volume 36 (2021),Variable subject pronoun expression in Cabo-Verdean Creole,Some language-internal constraints,"subject pronoun expression, anaphora resolution, clitic, person marker, zero anaphor, null subject, conominal, specificity, creole, Portuguese","The Cabo-Verdean Creole (CVC) subject domain has clitic and tonic pronouns that often amalgamate in double subject pronoun constructions; the possibility of a zero-subject and the formal category underlying subject clitics are disputed (Baptista 1995, 2002; Pratas 2004). This article discusses five variable constraints that condition subject expression across three descriptive and inferential analyses of a corpus of speech collected from 33 speakers from Santiago and Maio. Double subject pronoun constructions and zero-subjects were promoted by a persistence effect, though for the former this applied across nonadjacent clauses since double subject pronoun constructions are switch reference and contrastive devices resembling the doubling of agreement suffixes by independent pronouns in languages traditionally classified as pro-drop. Zero-subjects were favored in third-person contexts as previously observed by Baptista and Bayer (2013), and when a semantically referentially deficient (Duarte & Soares da Silva 2016) DP antecedent was in an Intonational Unit that was prosodically and syntactically linked to the Intonational Unit containing the target anaphor (Torres Cacoullos & Travis 2019). Results support reclassification of CVC subject clitics as ambiguous person agreement markers (Siewierska 2004) and suggest that CVC is developing a split-paradigm for person marking and subject expression (Wratil 2009; Baptista & Bayer 2013).",https://benjamins.com//catalog/jpcl.00071.rod
Approaches to Variation in Creole Studies,Volume 36 (2021),‘Ou ni right-la pou remain silans’,The case for a standard Kwéyòl translation of the pre-trial right to silence,"right to silence, Kwéyòl speakers, police officers, translation, variation, St. Lucia","Although in recent years researchers have intensified focus on the communication of the pre-trial right to silence or police caution to native and non-native speakers of English, most of this research has been concerned with linguistic complexity, comprehension, and comprehensibility issues. Relatively few studies have focused attention on the role played by the deliverer of the caution in the communicative equation (Cotterill 2000), particularly in situations where the caution has to be interpreted or translated by its deliverer. Drawing on a sociolinguistic variation approach, this study investigates the communication of the police caution to creole speakers, who remain nearly invisible in the research to date. It uses the categories of literal and free translation as tools to analyze spontaneous translations of the caution from English to French lexicon Creole (Kwéyòl) produced by (n = 25) police officers in St. Lucia. The results show considerable variability in these translations, which may have negative consequences for the accused. This study seeks to draw attention to these consequences, by underscoring some of the inaccuracies that may occur in translating or interpreting a caution written in English to Kwéyòl, and make a case for policy that would use the language of the accused in situations of language variation. The study argues that such a policy, which standardizes the Kwéyòl version of the caution, would not only obviate the potential for variability, but would also minimize misunderstandings, which could compromise the legal rights of the suspect.",https://benjamins.com//catalog/jpcl.00072.eva
Approaches to Variation in Creole Studies,Volume 36 (2021),Linguistic research with language users,Opportunities and challenges,,,https://benjamins.com//catalog/jpcl.00073.mig
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),William J. Samarin,"7 February, 1926 – 16 January, 2020",,,https://benjamins.com//catalog/jpcl.00058.sam
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),"Robert Chaudenson, 1937–2020",,,,https://benjamins.com//catalog/jpcl.00059.cha
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),Transparency and language contact,"The case of Haitian Creole, French, and Fongbe","Haitian Creole, Fongbe, French, transparency, language contact, Functional Discourse Grammar","When communicating speakers map meaning onto form. It would thus seem obvious for languages to show a one-to-one correspondence between meaning and form, but this is often not the case. This perfect mapping, i.e. transparency, is indeed continuously violated in natural languages, giving rise to zero-to-one, one-to-many, and many-to-one opaque correspondences between meaning and form. However, transparency is a mutating feature, which can be influenced by language contact. In this scenario languages tend to evolve and lose some of their opaque features, becoming more transparent. This study investigates transparency in a very specific contact situation, namely that of a creole, Haitian Creole, and its sub- and superstrate languages, Fongbe and French, within the Functional Discourse Grammar framework. We predict Haitian Creole to be more transparent than French and Fongbe and investigate twenty opacity features, divided into four categories, namely Redundancy (one-to-many), Fusion (many-to-one), Discontinuity (one meaning is split in two or more forms,) and Form-based Form (forms with no semantic counterpart: zero-to-one). The results indeed prove our prediction to be borne out: Haitian Creole only presents five opacity features out of twenty, while French presents nineteen and Fongbe nine. Furthermore, the opacity features of Haitian Creole are also present in the other two languages.",https://benjamins.com//catalog/jpcl.00060.seg
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),Vowel system or vowel systems?,Variation in the monophthongs of Philippine Hybrid Hokkien in Manila,"mixed languages, language contact, language variation, sociophonetics, vowel systems, Philippine Hybrid Hokkien, Chinese Filipinos, Lánnang-uè, Lannang","The Manila variety of Philippine Hybrid Hokkien (PHH-M) or Lánnang-uè is a contact language used by the metropolitan Manila Chinese Filipinos; it is primarily comprised of Hokkien, Tagalog/Filipino, and English elements. Approaching PHH-M as a mixed language, we investigate linguistically and socially conditioned variation in the monophthongs of PHH-M, focusing on the extent to which the vowel systems of the three source languages have converged. This analysis draws on data gathered from 34 native speakers; Pillai scores are calculated to assess the degree of merger. Contrary to certain predictions of prior work on mixed languages, PHH-M is found to have a unified, eight-vowel inventory distinct from any of its sources. Older women use more stable vowels across source languages, suggesting that they have led in the development of PHH-M as a mixed code; however, signs of change among younger women suggest either the endangerment of the code or its evolution in response to the community’s shifting identity. We contextualize our conclusions in relation to the sociohistory and language ecology of metropolitan Manila’s Chinese Filipino community.",https://benjamins.com//catalog/jpcl.00061.won
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),Changes in the functions of already in Singapore English,A grammaticalization approach,"Singlish, already , iamitives, past tense, contact grammaticalization, renovation/renewal","The use of the adverb already in Colloquial Singapore English has long been known as one of the most readily recognizable features defining the contact dialect, marking aspectual nuances such as anterior, completive, inchoative and inceptive functions, as noted by Bao (2005, 2015). Recent observations note that the uses of already as an inchoative marker (distinguishing the adverb as an iamitive) are more frequently found than completive uses across a small, synchronic sample of speakers (Teo 2019). It is perhaps less often recognized, though, that the aspectual use of already co-exists with the variable marking for past tense in Singlish (Ho & Platt 1993), and that both the aspectual adverb and the past tense may be seen to co-occur in the same construction. The frequency of already in its various functions is examined across two corpora, and the relative frequency of completive vs. non-completive functions is quantified diachronically. It is hypothesized that, rather than grammaticalizing onwards to become a past tense marker, as is predictable for some Portuguese creole iamitives (ya ‘already’) (Clements 2006), already is becoming increasingly restricted in its functional range in today’s Singlish, and that its perfect and completive functions may be at a stage of selective renovation by the use of the past tense in Standard Singapore English.",https://benjamins.com//catalog/jpcl.00062.zie
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),Suppletion in Tagdal,A study of some verb root interactions between Songhay and Tuareg-Berber vocabulary in a Northern Songhay language,"Northern Songhay, Tagdal, language mixing, suppletion","Northern Songhay languages are known for combining Songhay and Tuareg-Berber features. Nicolaï (1979) divided these languages into nomadic and sedentary sub-branches, something which Benítez-Torres and Grant (2017) confirmed, bears out very well from a grammatical standpoint. This paper explores some of the interactions between Songhay and Berber vocabulary by looking at suppletion in Tagdal, a nomadic Northern Songhay language. In Tagdal, suppletion occurs when a verb root of Songhay origin is replaced by one of Berber origin whenever a Berber derivational prefix is present. It will be demonstrated that when Tagdal was in its formative period, the prosodic features that came along with the Songhay and Berber portions of the language made it either easier or necessary to keep the two apart. The paper ends with a brief discussion of how Songhay and Berber vocabulary may have interacted during the period when Tagdal and other Northern Songhay languages were still being formed.",https://benjamins.com//catalog/jpcl.00063.ben
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),Skepi Dutch Creole,The Youd Papers,"Skepi, Dutch-lexified, creole, Youd, Carib","In this article we present newly found lexical and grammatical data pertaining to Skepi, the Dutch-lexified creole which is now extinct but was once widespread in the Essequibo area of what is today the Republic of Guyana. The source of this new material are the linguistic notes contained in the diary of Reverend Thomas B. Youd, a missionary in service of the Church Missionary Society, who was active in the area from 1833 to 1842.",https://benjamins.com//catalog/jpcl.00064.jac
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),Mediating Creoles,Language practices on a YouTube show,,,https://benjamins.com//catalog/jpcl.00065.mig
Journal of Pidgin and Creole Languages 35:2,Volume 35 (2020),"Variation, versatility and change in sociolinguistics and creole studies. By John R. Rickford",,,,https://benjamins.com//catalog/jpcl.00066.mig
Journal of Pidgin and Creole Languages 35:1,Volume 35 (2020),A description of bare noun phrases in Reunion Creole,,"Reunion Creole, bare noun phrases, determiners, monosyllabic nouns, clitics, phonological constraints, weak reference, weak definites, semantic definiteness, pragmatic definiteness","This paper discusses the general distribution and interpretation of bare noun phrases (BNPs) in Reunion Creole (RC). To set the required background for this description, it also discusses the count-mass distinction and offers an insight into the determiner system since elements such as prenominal lo and postnominal -la have received rather divergent designations and analyses in the literature. Observations rely on oral data and felicity judgments.We show that RC BNPs can occupy the same positions as noun phrases (NPs) modified by a determiner and that they can be left-dislocated, clefted and topicalized. We provide evidence that, except for some specific contexts, monosyllabic BNPs are not licensed and that the form lo is mandatory to build a grammatical NP out of nouns formed by a unique light syllable. We also demonstrate that, in these cases, lo is actually a semantically empty element. BNPs are number-neutral; we argue that existential BNPs are pseudo-incorporated in some cases but that they always have weak reference. BNPs can receive generic and kind readings, as well as an existential and a certain definite interpretation: they are weak definites, i.e. they are semantically, never pragmatically definite (following Löbner 1985, 1998, 2011, 2015).",https://benjamins.com//catalog/jpcl.00046.alb
Journal of Pidgin and Creole Languages 35:1,Volume 35 (2020),"Pidginization in Abha, Saudi Arabia",Pathways to multifunctionality,"pidginization, Gulf Arabic pidgins, simplification, multifunctionality, Abha","This study focuses on a pidgin predominantly used by Asian immigrants in the city of Abha in the southwestern region of Saudi Arabia, examining multifunctionality as it appears in three grammatical categories, definiteness, predication, and pronouns. Whereas previous studies on Gulf Arabic Pidgin have described the variety in terms of multifunctionality (e.g. Avram 2004; Bakir 2014, and Potsdam and Alanazi 2014), the current study focuses on the different pathways that bring it about. Three types of multifunctionality are described in terms of refunctionalization, generalization and neutralization. hada (< *haaða ‘this’) is refunctionalized to mark definiteness and as a deictic marker fills the function of the demonstrative. fī, (< *fi ‘at, exist’) has multiple functions being used as a preposition, an existential marker in the meaning of ‘there is/are’, a generalized predicate marker when occurring before adjectival, nominal and verbal predicates. The pronominal system shows simplification from ten to five pronouns only. The study is based on data collected in interviews with a random sample of twenty-four Asian participants of both sexes. Their ages ranged from 26 to 45 years old and their length of stay in Saudi Arabia ranged from four to nine years. They occupied different jobs. A total of twenty nine hours of audio-visual interview data were analysed.",https://benjamins.com//catalog/jpcl.00047.azr
Journal of Pidgin and Creole Languages 35:1,Volume 35 (2020),Adopt and adapt written Kreol,The development of a register within the Sunni Muslim community in Mauritius,"madrassah, Islamiyat textbooks, Mauritius, Sunni Muslims","Focusing on madrassah Islamiyat textbooks written in Kreol by two local textbook writers for use in Sunni madrassahs in Mauritius, the present study shows how the writers have adopted Kreol, enriching and adapting it with loanwords from Arabic, to communicate religious information to the children attending the madrassah. The corpus for this study being a sample of locally produced Islamiyat textbooks, document analysis constituted the primary method of data collection and analysis. Interviews with the textbook writers were carried out in order to obtain insiders’ insights into the strategies they used to convey Islamic ideas in Kreol, a language not lexically equipped for this. The analysis reveals that the textbook writers used ‘loanwords by necessity’ – cultural borrowings (Haspelmath 2009) that were adapted through transliteration (Hassan 2016) – for proper names and honorifics, as well as for people, objects, practices and beliefs. A search in the Diksioner Morisien (Carpooran 2011) reveals that a majority of these loanwords do not currently appear in the Dictionary, suggesting the emergence of a new register. I thus argue that at the grassroots level, the Sunni Muslim community is in the process of developing a new religious register of Kreol, which is currently being used and which is also being transmitted to younger generations through the madrassahs. This reflects the Mauritian Sunni Muslims’ strong sense of attachment to Kreol, a language that tends to be associated with the Creole community in Mauritius.",https://benjamins.com//catalog/jpcl.00048.owo
Journal of Pidgin and Creole Languages 35:1,Volume 35 (2020),Chavacano (Philippine Creole Spanish),Are the varieties related?,"Chavacano, Philippine Creole Spanish, Caviteño, Ternateño, Zamboangueño, Tagalog, comparative method, Swadesh list","This article argues that the three existing varieties of Chavacano are descendents of one and the same proto-variety. While their direct relatedness used to be agreed upon, it has recently been questioned to differing extents by Lipski (e.g. 1992, 2010, 2013) and Fernández (e.g. 2006, 2011). There is a large gap in Chavacano research insofar as systematic attempts at verifying or falsifying the alleged kinship between the varieties are missing to date. This article makes a first such attempt and argues that the varieties are indeed genetically related.",https://benjamins.com//catalog/jpcl.00049.jac
Journal of Pidgin and Creole Languages 35:1,Volume 35 (2020),Two Englishes diverged in the Philippines?,A substratist account of Manila Chinese English,"Manila Chinese English, Sino-Philippine language contact, corpus linguistics, intergroup variation, world Englishes, Philippine Englishes","Although World Englishes (WE) scholarship is concerned with the study of English varieties in different social contexts, there is a tendency to treat postcolonial ones as homogenous regional phenomena (e.g., Philippine English). Few researchers have discussed variation and social differentiation in detail with empirical evidence. Thus, in order to understand how layers of different varieties of WE operate within a specific group of speakers, this study takes an empirical intergroup approach from a substratist framework. This study explores distinctive features of a metropolitan Manila variety of Chinese English used in the Philippines, Manila Chinese English (MCE), an English contact variety used by Manila Chinese Filipinos. After comparing the frequencies of selected features observed in a 52,000-word MCE database with frequencies in Manila English and American English corpora, this study found that a distinct variety – MCE – most likely emerged in the 1960s due to the extensive contact between general Manila English and local tongues of Chinese Filipinos such as (Hybrid) Hokkien and Tagalog, which function as MCE’s substrate languages. This study takes into account MCE’s structure, sources, and genesis, and discusses MCE in relation to Philippine English as positioned in Schneider’s dynamic model, to demonstrate how intergroup variations coexist but take divergent paths within a WE variety.",https://benjamins.com//catalog/jpcl.00057.gon
Journal of Pidgin and Creole Languages 35:1,Volume 35 (2020),Broadening creole studies,From grammar towards discourse,,,https://benjamins.com//catalog/jpcl.00050.mig
